Kpi;From;To;Algorithm;NoOfValues;Result;Orig
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;NaN;NaN;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;10.496932989757903;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;NaN;NaN;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;44.98116931882531;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;NaN;NaN;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;18.879849011300255;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;NaN;NaN;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;10.95894682728212;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;NaN;NaN;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;11.551812190820584;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;NaN;NaN;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;17.172263897063637;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;NaN;NaN;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;26.198133300224534;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;NaN;NaN;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;0.0;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;NaN;NaN;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;12.303174180616242;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;NaN;NaN;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;26.304324403495666;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;NaN;NaN;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;0.0;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;NaN;NaN;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;9.99271508558625;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;203.0;12.807881773399016;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;25.159141633645575;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;465.0;11.612903225806452;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;10.78818051857448;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;448.0;11.383928571428571;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;38.50844557521017;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;454.0;11.013215859030836;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;14.689629343560659;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;503.0;14.115308151093439;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;10.676303636929871;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;531.0;10.922787193973635;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;12.33781375877811;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;528.0;10.037878787878787;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;10.70057987601221;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;509.0;9.823182711198427;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;9.306208239047832;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;549.0;8.561020036429873;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;7.637913153925567;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;532.0;13.345864661654137;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;6.391704154327157;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;543.0;11.233885819521179;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;15.610448015130974;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;557.0;11.490125673249551;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;22.282108056480997;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;540.0;9.444444444444445;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;5.541808857111773;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;558.0;9.31899641577061;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;17.129606609682156;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;598.0;11.705685618729097;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;15.803885324764874;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;499.0;8.617234468937877;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;0.0;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;532.0;7.894736842105263;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;50.0;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;542.0;11.992619926199263;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;50.0;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;546.0;8.974358974358974;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;0.0;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;83.0;9.63855421686747;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;5.767261147790857;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;123.0;4.0650406504065035;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;50.0;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;306.0;7.8431372549019605;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;25.284154467653337;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;332.0;6.325301204819277;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;21.732674804548864;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;312.0;4.487179487179487;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;13.833418004790143;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;372.0;5.376344086021505;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;9.413565778345625;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;381.0;6.824146981627297;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;20.70317340116189;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;389.0;6.169665809768637;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;10.825366980830458;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;414.0;7.729468599033816;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;26.955055658518717;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;428.0;6.074766355140187;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;5.345270092746735;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;408.0;8.333333333333332;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;0.9451190800205153;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;434.0;5.529953917050691;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;12.14041648778099;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;475.0;8.842105263157894;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;9.966420454590791;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;380.0;8.421052631578947;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;10.474494346167551;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;410.0;4.390243902439024;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;21.19421584040956;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;450.0;9.11111111111111;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;5.198897670265859;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;392.0;8.928571428571429;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;50.0;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;419.0;6.682577565632458;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;50.0;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;407.0;6.142506142506143;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;50.0;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;411.0;6.326034063260341;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;0.0;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;83.0;4.819277108433735;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;13.309528451192035;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;130.0;1.5384615384615385;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;0.0;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;267.0;4.49438202247191;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;16.234863644842893;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;296.0;4.054054054054054;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;16.956237927230237;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;265.0;2.2641509433962264;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;19.270353599672376;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;348.0;4.310344827586207;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;25.893001994475064;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;294.0;4.761904761904762;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;7.146981830467405;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;351.0;5.698005698005698;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;16.614874655105638;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;298.0;4.3624161073825505;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;13.994305110047476;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;323.0;3.7151702786377707;12.903225806451612
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;10.041956423834403;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;342.0;2.631578947368421;10.493827160493826
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;6.257452197913706;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;360.0;4.722222222222222;12.676056338028168
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;13.25325764175756;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;325.0;3.076923076923077;11.797752808988763
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;22.491923031332757;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;316.0;3.1645569620253164;14.893617021276595
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;0.0;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;304.0;2.631578947368421;10.144927536231885
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;10.672585921352947;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;349.0;4.297994269340974;14.912280701754385
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;2.905129023292613;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;305.0;3.606557377049181;9.30232558139535
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;27.8731206917074;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;344.0;5.232558139534884;11.11111111111111
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;22.959714138941738;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;317.0;5.3627760252365935;18.75
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;50.0;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;335.0;4.179104477611941;8.333333333333332
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;0.0;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;56.0;14.285714285714285;0.0
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;12.56766358466909;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;153.0;0.6535947712418301;7.142857142857142
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;14.038458890857552;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;352.0;2.840909090909091;19.230769230769234
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;48.935679105184875;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;369.0;2.4390243902439024;18.085106382978726
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;18.165110664276853;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;330.0;2.4242424242424243;17.857142857142858
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;14.467539850667213;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;412.0;2.4271844660194173;16.176470588235293
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;1.3582249559168542;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;421.0;2.375296912114014;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;22.171059262880853;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;423.0;1.8912529550827424;12.087912087912088
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;0.0;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;423.0;3.0732860520094563;12.0
%AntibioticsWithinOneHourTotalNotPrivatized;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;7.677580101343164;12.903225806451612
